index,Xt,Yt,Zt,Vxt,Vyt,Vzt,X0,Y0,Z0,Vx0,Vy0,Vz0,M_mw(1e12 M_sun),M_lmc(1e10 M_sun),concentration(c),flattening(q)
476,-1.32,-40.27,-26.31,-54.63,-225.42,218.95,48.92,357.12,-45.13,-13.1,-146.16,-27.36,0.688,16.401,7.849,1.014
477,-1.08,-41.34,-27.49,-56.12,-222.45,213.78,30.46,284.74,39.43,0.78,-73.27,-69.91,1.035,12.767,6.761,0.926
478,-1.22,-43.51,-27.35,-51.57,-248.09,248.29,21.1,268.6,88.74,5.2,-38.63,-89.38,1.352,13.122,9.577,0.68
479,-1.08,-40.85,-26.82,-58.01,-229.45,232.87,58.51,382.28,-79.23,-18.88,-165.93,-11.75,0.68,16.603,7.77,0.716
480,-1.2,-43.26,-30.27,-59.29,-243.02,268.93,23.8,252.4,86.35,7.67,-20.62,-93.11,1.4,10.799,13.501,0.528
481,-1.22,-39.72,-28.74,-54.12,-219.6,207.72,44.61,336.38,-31.75,-10.85,-132.5,-34.08,0.673,12.161,9.163,1.058
482,-1.07,-43.26,-27.96,-53.15,-240.93,280.64,35.68,330.91,12.56,-3.84,-101.38,-66.71,1.196,9.355,14.871,0.564
483,-1.24,-43.59,-28.87,-59.8,-237.31,258.69,21.53,246.09,85.46,8.78,-16.37,-90.33,1.434,10.464,10.608,0.674
484,-0.95,-41.87,-28.74,-59.28,-252.42,257.17,17.68,242.47,108.58,10.69,-11.69,-90.72,1.37,15.931,12.44,0.669
485,-0.5,-42.26,-26.73,-60.77,-225.33,227.81,60.69,377.05,-93.69,-21.13,-167.56,-3.26,0.696,7.566,8.293,0.779
486,-1.21,-42.06,-28.34,-61.71,-232.39,249.01,36.05,281.57,48.78,1.96,-55.29,-83.11,1.453,10.741,6.516,0.557
487,-1.48,-42.62,-27.35,-60.28,-233.44,237.54,31.07,265.92,58.85,5.53,-36.79,-83.81,1.647,10.369,5.089,0.652
488,-0.76,-42.51,-28.05,-61.98,-244.81,246.28,39.05,329.27,31.52,-5.35,-105.97,-68.11,1.009,8.054,13.867,0.64
489,-0.99,-40.28,-27.33,-56.67,-225.61,220.42,44.8,338.96,-20.59,-10.58,-130.75,-39.64,0.735,8.375,10.69,0.914
490,-1.25,-40.24,-28.46,-56.03,-227.53,233.36,51.27,367.52,-47.91,-15.23,-153.1,-27.51,0.61,17.319,14.564,0.69
491,-1.02,-42.25,-27.76,-60.42,-223.97,232.83,39.51,309.06,7.14,-4.63,-95.22,-61.77,1.079,9.549,7.388,0.773
492,-1.32,-40.16,-28.67,-56.1,-227.88,228.78,64.28,382.85,-111.63,-22.36,-170.37,3.71,0.749,13.739,5.266,0.743
493,-1.4,-40.91,-27.06,-52.97,-219.9,217.1,37.29,312.43,1.35,-5.08,-103.84,-53.01,0.888,13.036,7.311,1.047
494,-0.56,-42.19,-30.16,-56.41,-234.95,241.29,62.26,411.5,-128.53,-23.11,-190.7,15.57,0.541,20.652,13.973,0.772
495,-1.33,-40.77,-27.13,-60.74,-228.06,235.06,63.67,382.49,-87.1,-22.53,-170.64,-5.24,0.614,7.904,13.536,0.66
496,-1.21,-42.56,-28.74,-58.22,-229.02,227.69,31.04,295.16,45.36,-0.36,-78.91,-74.82,1.017,12.891,9.84,0.821
497,-1.35,-38.47,-28.82,-56.61,-229.03,222.11,54.07,380.17,-109.82,-18.19,-168.55,8.45,0.645,11.53,9.256,1.383
498,-1.29,-40.45,-30.12,-57.36,-235.31,235.85,61.28,400.59,-101.61,-22.59,-180.97,2.7,0.555,18.224,14.797,0.886
499,-1.1,-40.51,-29.07,-59.27,-237.44,240.42,21.58,237.91,87.34,8.47,-16.44,-86.5,1.271,11.106,10.198,0.774
500,-0.78,-40.72,-28.77,-57.53,-228.27,228.24,20.02,263.0,80.88,6.06,-50.17,-84.94,0.905,17.645,14.875,0.907
501,-1.01,-42.65,-29.12,-56.99,-232.83,235.0,23.16,249.78,85.48,7.3,-24.54,-90.46,1.37,19.359,7.082,0.735
502,-1.19,-40.69,-29.61,-55.25,-225.63,233.88,44.97,338.19,-8.31,-10.12,-124.26,-51.24,0.766,18.131,12.021,0.658
503,-1.09,-43.14,-27.52,-55.74,-222.56,219.1,64.64,396.49,-160.6,-25.1,-188.45,37.47,0.544,10.521,6.929,1.302
504,-1.13,-40.11,-30.82,-58.66,-237.3,244.36,41.79,331.16,17.62,-6.94,-109.35,-65.09,0.894,18.322,14.365,0.539
505,-0.92,-41.08,-29.21,-58.38,-214.11,192.02,27.24,281.04,40.84,0.75,-85.06,-65.87,0.697,8.852,13.398,1.191
506,-1.06,-41.17,-26.81,-58.25,-227.3,250.03,42.56,315.97,6.37,-5.27,-99.12,-62.99,1.105,9.047,8.328,0.536
507,-1.29,-40.57,-27.84,-56.4,-223.27,226.95,39.94,320.69,4.71,-5.84,-105.07,-58.0,0.968,19.477,6.469,0.866
508,-1.13,-41.76,-28.09,-57.06,-225.15,218.44,57.81,380.62,-89.65,-20.09,-172.53,-1.63,0.545,7.864,13.273,0.979
509,-1.11,-42.88,-28.72,-55.04,-243.29,229.33,16.16,231.41,102.51,8.05,-12.81,-85.18,1.25,7.836,11.086,0.754
510,-0.94,-38.22,-30.09,-59.01,-225.14,210.49,43.21,340.63,-22.43,-10.78,-133.06,-37.08,0.607,16.375,14.584,1.341
511,-0.9,-41.59,-27.56,-57.99,-225.36,224.64,60.78,383.72,-102.74,-21.15,-170.89,1.89,0.654,18.197,6.031,0.879
512,-1.05,-41.7,-27.81,-57.04,-218.87,205.87,55.88,364.1,-102.52,-18.45,-160.41,3.93,0.723,10.704,5.154,1.304
513,-1.15,-40.28,-27.83,-55.44,-220.59,222.39,59.79,382.17,-135.3,-21.86,-173.72,20.76,0.622,19.386,5.144,1.277
514,-0.8,-40.54,-29.74,-58.99,-220.86,206.41,31.82,296.39,31.22,-2.16,-93.52,-63.53,0.721,9.291,15.0,1.069
515,-1.13,-41.94,-28.22,-58.74,-232.37,232.62,50.43,358.01,-25.34,-13.28,-141.98,-40.78,0.756,12.187,11.831,0.606
516,-0.39,-41.86,-30.26,-53.8,-241.28,247.94,43.75,370.46,-29.99,-11.3,-145.22,-41.78,0.865,18.047,12.447,0.57
517,-1.02,-41.01,-27.33,-57.17,-226.38,223.14,51.26,372.76,-59.22,-16.42,-160.77,-18.24,0.565,16.632,12.308,1.035
518,-1.13,-41.07,-26.89,-54.09,-219.65,231.05,50.09,371.13,-69.62,-16.31,-159.76,-14.23,0.543,17.039,14.683,1.015
519,-1.06,-42.24,-27.27,-59.13,-215.5,244.78,69.83,387.06,-155.04,-27.18,-182.7,28.44,0.558,9.445,11.778,0.679
520,-0.25,-38.95,-30.32,-57.72,-226.78,217.45,62.21,377.76,-91.79,-22.32,-169.4,-2.47,0.516,11.126,12.712,0.534
521,-1.18,-39.61,-29.34,-54.66,-229.72,207.96,30.41,302.05,35.61,-2.17,-92.19,-65.53,0.821,13.427,11.063,1.065
522,-1.18,-41.01,-29.08,-57.84,-225.66,216.65,64.82,385.24,-111.37,-23.38,-175.43,8.32,0.58,17.19,5.656,0.835
523,-0.83,-41.33,-26.42,-59.35,-220.62,231.52,52.01,363.46,-50.28,-15.21,-152.86,-25.79,0.613,15.881,12.469,0.863
524,-1.32,-42.76,-26.6,-60.22,-217.08,215.88,35.01,283.07,25.37,0.37,-73.1,-67.5,1.158,9.536,5.363,0.849
525,-1.11,-41.16,-28.06,-55.07,-220.47,212.99,41.08,329.77,-8.88,-7.85,-119.35,-47.64,0.792,19.565,7.086,1.022
526,-1.3,-42.1,-28.01,-55.56,-220.04,232.46,58.48,376.23,-85.49,-20.16,-167.52,-9.12,0.57,16.941,11.761,0.636
527,-1.07,-40.3,-28.75,-57.59,-240.24,247.21,35.07,302.69,42.96,-2.27,-81.8,-74.31,1.063,8.084,12.487,0.523
528,-1.26,-41.86,-27.96,-57.07,-231.61,246.83,62.1,392.29,-97.38,-21.85,-174.72,-2.21,0.665,10.715,14.036,0.626
529,-1.15,-43.01,-29.98,-54.68,-224.01,247.78,11.37,201.58,112.49,12.93,19.91,-90.47,1.212,17.739,14.256,0.778
530,-0.91,-41.78,-28.68,-57.84,-224.28,216.0,49.55,371.65,-80.32,-15.5,-162.26,-7.39,0.62,10.286,12.427,1.401
531,-1.02,-43.74,-30.05,-49.6,-252.89,257.0,14.18,225.31,118.68,10.29,3.99,-91.96,1.413,11.471,13.923,0.58
532,-1.47,-41.99,-28.49,-54.8,-225.62,209.69,55.97,372.76,-81.03,-19.46,-164.25,-6.38,0.622,9.249,8.163,0.955
533,-1.07,-40.24,-28.91,-54.39,-229.12,219.09,62.02,374.47,-91.07,-21.95,-165.2,-5.0,0.716,9.496,5.861,0.533
534,-0.24,-40.36,-27.71,-59.87,-239.24,256.69,20.56,229.93,89.38,11.99,5.63,-89.42,1.777,13.422,5.796,0.537
535,-0.84,-41.2,-26.47,-56.8,-233.02,243.88,58.68,392.53,-87.18,-20.67,-172.92,-7.63,0.654,13.383,12.09,0.517
536,-1.03,-42.05,-28.11,-57.18,-225.73,224.79,12.65,226.59,103.44,9.92,-16.79,-87.25,0.984,12.82,14.952,0.938
537,-1.28,-41.72,-28.52,-55.47,-224.89,215.69,65.87,393.24,-134.98,-25.02,-185.13,21.56,0.521,16.334,5.589,0.947
538,-1.0,-42.26,-30.26,-56.49,-251.68,244.18,19.9,248.86,106.1,6.07,-24.38,-90.61,1.24,10.359,14.516,0.621
539,-0.68,-40.38,-30.15,-58.79,-231.22,234.8,57.93,366.54,-65.53,-18.39,-154.13,-20.98,0.767,8.926,10.545,0.632
540,-1.24,-42.54,-26.96,-58.31,-223.57,221.99,61.97,384.52,-115.7,-22.7,-176.69,10.29,0.61,7.201,8.716,0.977
541,-1.47,-43.05,-28.01,-55.39,-226.3,219.05,64.39,392.09,-109.1,-23.45,-182.01,8.18,0.51,11.044,10.762,0.745
542,-1.7,-42.0,-27.93,-55.79,-226.22,220.28,53.06,357.43,-58.87,-14.87,-144.68,-24.56,0.893,11.94,5.35,0.862
543,-1.17,-42.35,-28.37,-57.9,-235.51,245.74,24.48,244.36,82.55,8.79,-14.18,-89.9,1.61,14.902,6.122,0.634
544,-1.17,-38.45,-29.03,-56.57,-208.83,215.85,25.57,254.97,48.02,3.65,-52.85,-73.69,0.84,14.807,11.144,1.085
545,-0.92,-42.17,-28.34,-57.32,-247.24,238.47,25.64,279.32,86.16,4.97,-48.16,-89.33,1.391,20.629,6.973,0.589
546,-1.29,-42.18,-26.75,-56.28,-233.75,233.63,36.38,313.23,39.86,-2.85,-95.17,-71.71,0.975,11.877,9.545,0.594
547,-1.11,-43.02,-26.56,-59.33,-248.25,287.48,32.12,312.19,44.29,0.22,-73.51,-81.33,1.427,12.489,11.586,0.576
548,-0.98,-40.1,-29.05,-58.99,-226.7,226.85,44.49,340.08,-9.02,-9.66,-125.9,-49.31,0.746,19.999,10.241,0.8
549,-1.52,-44.69,-28.52,-55.48,-242.4,289.65,20.52,245.04,88.41,9.1,-5.07,-93.75,1.596,9.268,13.446,0.587
550,-1.42,-43.11,-25.19,-58.33,-220.4,222.61,59.7,391.42,-122.1,-21.69,-181.34,16.46,0.502,16.419,9.113,1.305
551,-1.1,-42.0,-26.47,-58.62,-225.07,232.28,61.75,387.32,-90.25,-21.74,-173.05,-4.87,0.591,19.132,8.763,0.616
552,-1.14,-40.52,-26.58,-60.74,-227.15,229.1,64.57,383.28,-99.34,-23.29,-172.91,1.53,0.643,8.61,8.56,0.723
553,-0.54,-41.06,-27.91,-58.63,-229.58,230.28,33.19,291.19,56.69,1.66,-70.09,-82.53,1.173,20.978,6.005,0.54
554,-1.14,-42.73,-26.36,-59.05,-222.3,222.24,53.3,365.39,-48.05,-15.02,-154.15,-26.26,0.628,14.029,9.97,0.743
555,-1.61,-40.67,-27.29,-57.0,-232.81,240.71,36.63,297.29,41.86,-2.02,-81.4,-73.86,1.008,9.279,10.789,0.569
556,-1.28,-41.87,-27.29,-57.41,-225.34,224.2,69.88,392.02,-138.08,-27.2,-183.29,22.07,0.633,10.113,5.362,0.69
557,-1.22,-42.14,-27.73,-56.02,-230.32,248.34,74.1,421.12,-200.12,-30.92,-205.37,55.2,0.509,17.86,7.254,0.63
558,-1.28,-42.34,-26.61,-58.53,-220.62,217.99,44.48,333.34,-22.39,-9.79,-125.37,-40.95,0.833,9.177,7.621,0.926
559,-0.62,-41.67,-29.03,-54.2,-233.27,232.93,49.54,364.67,-54.26,-14.04,-149.61,-28.29,0.848,9.013,8.397,0.599
560,-1.38,-43.29,-25.97,-56.21,-216.73,253.36,62.66,379.38,-132.43,-23.06,-172.74,13.34,0.687,7.041,11.205,0.515
561,-1.61,-41.62,-27.38,-56.41,-222.18,222.06,50.11,366.75,-48.63,-15.57,-154.98,-25.25,0.546,20.052,13.677,1.113
562,-0.69,-42.78,-29.75,-57.22,-225.87,247.77,29.05,254.89,58.0,6.63,-28.51,-90.31,1.619,9.906,5.706,0.556
563,-1.36,-41.4,-27.08,-57.87,-225.37,227.02,40.33,321.2,31.46,-5.47,-106.87,-67.55,0.774,19.982,11.329,0.593
564,-0.77,-41.18,-27.36,-58.74,-225.44,216.6,67.29,390.0,-139.78,-26.29,-182.83,24.55,0.599,10.161,5.159,0.928
565,-1.14,-41.92,-26.55,-56.82,-218.78,215.72,27.49,301.15,42.77,0.36,-91.69,-69.29,0.754,20.993,11.947,1.13
566,-0.43,-40.53,-27.36,-62.2,-231.71,235.68,67.88,401.01,-107.36,-24.93,-182.57,4.82,0.548,20.929,9.914,0.593
567,-1.07,-41.46,-28.34,-55.38,-223.28,225.42,40.24,318.46,11.78,-5.27,-103.15,-61.7,0.937,19.286,7.025,0.782
568,-0.96,-43.02,-29.61,-50.92,-223.15,237.21,64.33,396.37,-166.94,-25.23,-188.83,34.66,0.589,11.888,7.812,0.515
569,-1.53,-39.46,-27.15,-54.65,-222.25,210.83,48.19,353.71,-50.57,-13.87,-145.53,-22.51,0.628,16.894,8.329,1.231
570,-0.32,-39.75,-28.22,-60.51,-230.15,222.17,52.08,357.68,-54.18,-15.42,-148.16,-23.06,0.753,8.685,8.781,0.926
571,-0.96,-42.81,-27.37,-55.67,-221.04,229.03,52.43,354.92,-51.4,-15.02,-144.62,-29.92,0.828,11.552,6.985,0.683
572,-1.29,-42.32,-27.57,-62.84,-227.36,238.06,79.55,403.78,-164.99,-31.24,-191.81,34.17,0.651,15.194,5.08,0.654
573,-0.88,-41.48,-28.68,-56.17,-228.61,220.09,61.05,392.59,-105.8,-22.54,-179.61,5.45,0.53,18.13,7.919,0.781
574,-1.05,-43.11,-28.37,-61.78,-238.22,263.81,26.54,250.85,82.9,9.08,-14.22,-93.97,1.715,15.007,6.703,0.506
575,-1.26,-41.52,-28.09,-56.23,-227.37,219.54,33.29,289.8,35.63,-0.77,-78.31,-69.38,1.059,9.596,7.385,0.834
576,-0.69,-41.21,-27.57,-55.48,-233.42,244.63,35.26,330.06,19.36,-5.08,-108.78,-64.2,0.88,20.853,12.463,0.81
577,-1.01,-43.08,-28.16,-61.26,-242.13,257.72,26.74,254.43,76.2,10.05,-17.2,-90.32,1.806,10.402,6.049,0.595
578,-1.11,-40.69,-28.84,-56.48,-227.34,216.98,61.92,376.92,-88.26,-21.38,-166.31,-6.61,0.689,16.081,5.138,0.682
579,-1.12,-42.76,-28.69,-59.95,-228.32,265.38,17.51,214.98,98.52,13.95,17.89,-91.26,1.512,15.998,9.594,0.604
580,-1.46,-42.96,-30.44,-65.44,-240.05,246.28,30.59,262.06,89.07,6.42,-33.68,-92.91,1.35,17.928,9.391,0.554
581,-1.26,-41.53,-27.47,-58.92,-230.38,245.38,34.13,303.57,49.4,-0.69,-82.19,-78.48,0.987,19.116,11.598,0.614
582,-0.93,-41.11,-29.64,-58.88,-239.81,237.83,68.62,417.31,-133.02,-27.01,-195.33,20.07,0.542,16.167,12.782,0.705
583,-0.89,-43.51,-28.03,-55.17,-228.6,275.34,16.36,218.4,98.39,13.31,21.51,-93.78,1.681,19.685,8.211,0.559
584,-0.93,-43.09,-27.46,-56.93,-224.03,232.43,25.28,258.67,67.05,7.1,-31.57,-87.29,1.51,18.092,5.046,0.737
585,-0.99,-40.93,-27.47,-55.07,-227.76,224.46,52.29,369.93,-69.01,-16.33,-158.42,-15.59,0.689,11.069,8.681,0.887
586,-0.89,-42.19,-26.58,-61.44,-222.47,228.75,31.11,286.59,44.52,1.08,-70.8,-75.14,1.08,13.964,7.822,0.809
587,-1.25,-43.84,-28.59,-56.77,-233.56,228.19,59.07,395.17,-77.45,-20.53,-178.02,-10.19,0.571,14.672,14.528,0.619
588,-0.73,-43.69,-29.35,-57.8,-236.57,259.92,36.37,317.47,27.98,-2.99,-91.69,-74.34,1.177,11.499,11.876,0.617
589,-1.16,-42.02,-28.22,-54.16,-223.95,210.85,42.27,343.77,-28.43,-10.27,-136.11,-35.94,0.717,10.497,9.975,1.098
590,-1.13,-41.34,-29.67,-55.69,-232.06,223.02,58.41,378.57,-63.47,-18.94,-163.72,-20.24,0.652,20.075,8.046,0.603
591,-0.8,-42.84,-28.48,-52.55,-235.56,218.41,45.02,364.89,-16.9,-11.96,-145.91,-43.78,0.748,19.281,8.03,0.613
592,-0.9,-42.33,-28.72,-58.56,-224.58,244.14,64.7,387.87,-111.48,-22.44,-173.84,2.64,0.647,16.087,10.8,0.577
593,-1.13,-41.69,-27.15,-61.77,-227.27,252.42,20.01,231.34,90.46,10.01,-10.78,-87.69,1.209,11.886,12.248,0.717
594,-1.14,-42.02,-27.87,-55.18,-225.08,241.55,78.79,411.46,-220.16,-33.95,-203.11,65.42,0.535,11.783,5.207,0.604
595,-1.03,-40.72,-27.94,-57.69,-227.02,217.74,43.58,330.56,-6.33,-8.42,-115.32,-51.75,0.99,16.978,5.21,0.826
596,-1.1,-42.63,-28.43,-57.66,-224.38,222.78,43.19,334.9,-15.48,-8.94,-123.06,-46.32,0.855,11.61,8.652,0.888
597,-1.31,-41.23,-29.05,-57.13,-220.44,207.16,19.19,245.79,79.61,5.1,-43.55,-81.04,0.852,9.701,14.853,1.059
598,-0.37,-40.47,-30.68,-59.0,-228.93,224.22,37.7,322.54,17.08,-4.9,-108.81,-61.54,0.81,16.518,11.685,0.764
599,-1.05,-41.41,-28.51,-54.99,-227.67,219.86,42.98,327.21,-6.67,-7.41,-111.65,-52.14,1.045,15.461,5.28,0.85
600,-1.49,-42.04,-26.21,-55.7,-220.51,223.22,39.16,324.51,5.84,-6.79,-115.67,-53.67,0.749,10.934,11.92,0.941
601,-0.7,-40.29,-26.99,-57.55,-208.87,202.37,25.76,270.98,37.13,0.72,-73.35,-66.08,0.787,9.821,9.995,1.12
602,-0.57,-40.48,-27.43,-60.05,-232.03,241.46,33.07,290.66,54.65,1.92,-64.62,-83.28,1.287,20.419,5.939,0.543
603,-0.9,-44.51,-30.21,-59.21,-255.25,275.52,24.53,259.82,88.06,8.65,-11.67,-96.3,1.943,13.34,7.628,0.521
604,-0.92,-41.35,-28.69,-57.46,-224.55,220.17,51.36,357.03,-52.87,-13.88,-144.5,-26.87,0.798,20.697,5.535,0.898
605,-0.98,-42.02,-28.71,-59.49,-234.39,242.49,41.99,331.09,17.51,-6.19,-110.24,-64.3,0.963,13.879,11.287,0.626
606,-1.42,-42.23,-27.55,-61.15,-227.12,239.65,56.44,361.02,-50.48,-16.21,-149.43,-28.25,0.742,7.05,13.963,0.611
607,-1.62,-44.53,-30.37,-59.78,-252.69,275.06,23.51,254.24,103.96,8.77,-11.11,-99.32,1.654,20.754,10.65,0.501
608,-0.81,-40.83,-28.19,-57.98,-227.1,222.35,63.68,390.61,-112.37,-23.09,-179.54,8.75,0.554,15.436,7.405,0.785
609,-1.49,-43.38,-27.02,-54.15,-231.42,260.76,27.72,290.62,56.53,1.82,-65.86,-82.19,1.116,13.752,13.81,0.72
610,-0.79,-43.29,-28.06,-52.65,-255.19,278.64,15.85,250.95,105.13,9.52,-11.31,-93.89,1.535,15.318,12.5,0.562
611,-0.89,-43.28,-26.96,-57.81,-227.53,226.73,40.91,323.17,7.7,-6.18,-111.13,-57.87,0.956,7.562,8.307,0.666
612,-1.2,-42.47,-27.14,-59.76,-229.44,272.15,19.77,217.25,97.85,13.75,19.78,-91.45,1.688,17.629,7.557,0.528
613,-1.1,-41.16,-27.07,-59.17,-224.54,218.36,56.97,376.99,-83.3,-19.3,-165.72,-5.67,0.598,15.857,8.11,1.066
614,-1.15,-40.88,-27.6,-58.66,-221.64,212.18,28.17,275.92,49.82,2.01,-63.43,-75.03,1.084,17.588,5.992,0.935
615,-1.18,-40.42,-28.45,-57.02,-228.4,248.46,40.76,312.32,5.8,-5.68,-97.25,-60.22,1.003,7.065,11.665,0.727
616,-1.08,-40.42,-28.65,-54.0,-222.57,249.14,13.14,198.07,102.52,13.16,24.83,-87.29,1.289,17.753,10.394,0.761
617,-1.35,-41.45,-28.47,-55.76,-225.21,213.52,19.36,239.73,88.19,7.24,-25.87,-85.69,1.111,17.799,8.063,0.912
618,-1.41,-42.53,-28.1,-56.67,-225.06,234.56,59.78,380.95,-98.59,-20.51,-170.17,-0.67,0.627,8.906,12.408,0.812
619,-0.81,-42.14,-30.06,-60.1,-237.16,284.85,13.93,204.52,112.07,14.52,35.32,-93.36,1.585,20.028,13.293,0.604
620,-0.6,-44.39,-28.36,-63.64,-221.83,246.13,38.3,293.64,26.3,-0.68,-78.4,-74.56,1.148,7.321,9.316,0.508
621,-1.24,-43.84,-27.22,-58.54,-225.29,217.0,41.83,320.62,12.88,-6.33,-105.27,-61.08,1.046,13.567,5.501,0.715
622,-1.21,-41.98,-26.83,-60.29,-238.81,253.64,36.19,300.33,38.64,-0.75,-74.52,-74.42,1.27,7.962,9.16,0.66
623,-0.98,-42.16,-28.3,-57.12,-232.5,250.96,34.47,306.36,38.93,-0.39,-79.87,-79.47,1.224,20.942,7.616,0.604
624,-0.78,-40.15,-27.65,-61.51,-222.74,234.5,34.41,279.45,42.63,2.3,-60.62,-79.19,1.291,16.274,5.417,0.655
625,-0.91,-43.87,-28.73,-56.63,-238.83,258.42,22.93,257.59,84.33,6.94,-28.99,-91.2,1.39,10.428,10.667,0.561
626,-0.91,-41.3,-27.53,-59.24,-232.49,239.54,31.82,293.06,43.31,0.02,-73.38,-75.34,1.103,11.689,9.307,0.788
627,-0.33,-42.75,-30.8,-61.35,-243.65,234.75,43.7,343.53,20.86,-7.51,-118.64,-65.06,0.944,17.883,11.489,0.503
628,-0.98,-41.81,-27.19,-58.64,-226.03,236.34,69.7,392.57,-137.72,-26.35,-181.67,18.86,0.691,10.016,6.547,0.679
629,-1.31,-41.98,-29.53,-56.81,-228.26,218.52,53.59,367.11,-51.17,-16.17,-154.88,-24.09,0.64,14.406,10.739,0.902
630,-0.78,-41.68,-26.05,-59.58,-222.33,229.0,43.8,325.67,-9.95,-7.72,-110.84,-52.52,1.061,11.954,5.775,0.794
631,-0.7,-41.68,-27.57,-59.95,-223.88,218.99,55.61,377.31,-104.96,-17.95,-166.92,4.4,0.682,14.38,6.793,1.277
632,-1.43,-41.52,-27.86,-55.87,-223.92,219.86,50.0,364.42,-53.85,-14.5,-153.87,-21.51,0.611,15.577,11.154,1.096
633,-1.29,-41.29,-28.69,-59.28,-234.72,242.46,53.37,359.69,-35.43,-13.48,-138.77,-39.55,0.959,14.431,7.667,0.608
634,-0.81,-41.16,-28.23,-55.63,-225.31,226.04,37.87,322.14,7.42,-4.81,-107.5,-57.93,0.91,16.856,8.27,0.919
635,-1.48,-39.72,-27.73,-56.84,-222.96,240.56,59.19,364.4,-75.26,-19.58,-155.0,-15.93,0.685,10.315,11.593,0.53
636,-1.02,-43.27,-30.7,-56.76,-231.55,239.31,22.07,239.68,92.18,8.24,-20.08,-91.41,1.227,10.754,11.444,0.513
637,-0.99,-41.03,-28.37,-57.37,-225.85,219.54,52.57,377.29,-85.74,-17.34,-167.28,-3.94,0.572,11.312,12.679,1.298
638,-1.26,-41.31,-28.61,-57.44,-226.04,249.12,60.24,380.52,-100.77,-21.06,-164.2,-4.78,0.776,17.496,8.132,0.706
639,-0.62,-41.03,-27.54,-56.37,-227.69,220.06,61.78,387.64,-101.62,-22.12,-176.3,3.48,0.575,15.446,6.901,0.764
640,-0.69,-42.19,-28.76,-59.13,-226.82,221.64,63.41,390.32,-115.78,-23.69,-179.93,10.69,0.563,13.671,8.581,0.888
641,-0.38,-43.75,-29.72,-58.63,-272.15,278.38,12.95,243.45,124.75,10.97,-0.57,-95.52,1.636,13.946,14.904,0.527
642,-0.59,-40.23,-28.3,-57.15,-227.95,219.11,54.3,372.19,-60.52,-17.76,-161.85,-17.72,0.559,13.978,11.808,0.85
643,-0.69,-40.88,-28.79,-57.47,-227.69,221.43,52.83,367.11,-46.79,-15.33,-155.06,-26.9,0.604,14.539,12.559,0.789
644,-1.14,-42.08,-27.87,-57.42,-218.4,184.93,61.59,371.77,-113.33,-22.05,-174.54,15.32,0.5,7.017,5.518,1.21
645,-1.65,-43.66,-27.26,-60.46,-254.28,268.52,25.56,264.79,91.8,6.45,-29.52,-89.61,1.506,9.6,10.978,0.558
646,-1.06,-40.15,-27.39,-56.51,-221.5,224.43,52.03,374.98,-95.04,-17.35,-165.4,1.36,0.561,15.316,11.711,1.493
647,-1.62,-41.12,-30.02,-57.37,-233.34,241.38,78.95,415.5,-196.84,-32.95,-201.83,53.21,0.573,12.469,6.815,0.502
648,-1.06,-41.89,-27.19,-57.14,-218.3,187.12,52.3,362.7,-87.94,-16.6,-161.81,0.7,0.59,12.519,5.016,1.34
649,-1.01,-40.32,-27.77,-55.46,-224.98,223.74,58.91,381.67,-83.1,-20.89,-170.3,-7.15,0.512,20.391,9.876,0.737
650,-0.62,-40.8,-27.23,-60.78,-230.83,238.9,59.74,372.58,-67.87,-18.85,-155.81,-21.37,0.832,11.691,7.545,0.585
651,-1.18,-42.92,-29.74,-57.15,-243.28,264.78,20.92,246.03,90.64,9.01,-13.94,-91.81,1.437,12.038,12.134,0.667
652,-1.23,-41.07,-27.94,-57.18,-239.47,242.8,38.18,301.27,33.54,-0.74,-71.75,-76.86,1.517,11.63,5.222,0.642
653,-1.1,-42.52,-27.34,-57.41,-223.78,220.8,27.65,291.15,50.89,1.09,-79.25,-74.21,0.882,14.75,11.766,0.96
654,-1.51,-41.93,-27.4,-54.45,-231.96,239.05,30.46,283.71,52.51,1.45,-65.93,-77.08,1.103,8.134,10.155,0.722
655,-0.92,-41.06,-27.78,-55.93,-220.63,210.03,43.05,352.39,-33.17,-11.24,-145.81,-30.84,0.529,18.973,13.726,1.228
656,-1.06,-43.8,-30.25,-55.38,-234.84,252.5,23.12,260.03,80.83,5.6,-35.22,-90.28,1.236,13.256,12.866,0.662
657,-1.04,-39.89,-28.4,-59.09,-231.83,239.04,48.57,339.13,-11.37,-10.78,-119.74,-51.68,0.989,15.232,7.422,0.631
658,-1.04,-41.22,-28.95,-61.95,-223.24,235.16,69.42,383.97,-113.88,-25.12,-173.61,5.58,0.613,14.136,9.827,0.661
659,-0.88,-39.82,-28.05,-57.24,-225.81,219.7,48.48,363.68,-41.61,-14.05,-152.55,-27.41,0.552,18.348,13.352,1.048
660,-1.16,-43.82,-26.62,-50.11,-236.5,225.38,47.34,372.92,-34.33,-13.47,-152.12,-35.56,0.82,13.453,7.082,0.558
661,-1.0,-41.71,-27.77,-55.85,-237.23,251.23,27.25,274.53,62.18,3.71,-48.11,-83.73,1.298,11.114,9.281,0.711
662,-1.29,-43.28,-27.77,-56.83,-231.61,253.19,18.96,228.1,90.14,11.16,-4.92,-86.72,1.343,7.184,11.19,0.663
